product_id,manufacturer,product_name,catalog_number,model_number,research_state,confidence,identity_match_method,rationale,official_fda_evidence_summary,official_manufacturer_evidence_summary,official_fda_safety_action_summary,safety_search_status,safety_action_state,safety_action_scope,safety_action_references,visibility_review_eligibility,conflicts,source_links,proposed_human_review_disposition,reviewer_decision,reviewer_rationale,second_review_required,second_review_decision,second_review_rationale,canonical_change_applied
PRD-7BE12DDECD,Teleflex,Arrow Pneumothorax Kit,ASK-01500-JCM,,identity_unresolved,low,exact_manufacturer_catalog_number,Identity method: exact_manufacturer_catalog_number. UDI assessment: conflicting_exact_configuration_statuses. Manufacturer finding: no_result. Plausible records could not be tied conservatively to the exact catalog product.,UDI: conflicting_exact_configuration_statuses; listing: exact_current_listing; authorization: exact_510k_clearance.,Manufacturer finding: no_result; exact source: false.,"Safety search: searched; action state: active_exact_product_action; scope: lot_specific; review eligibility: not_applicable. Z-2382-2026 (event 98793, Class I, status Ongoing / Open, Classified, initiated 2026-04-21, matched 30801902120206/ASK-01500-JCM, reported by device_enforcement and device_recall). A safety action is not discontinuation evidence.",searched,active_exact_product_action,lot_specific,Z-2382-2026 (event 98793),not_applicable,A candidate record has a different model or configuration.|Exact base/package configurations carry mixed distribution states.|Exact product identity remains ambiguous.|Official distribution or listing states conflict.,https://teleflex.com/usa/en/product-areas/interventional/drainage/arrow-diagnostic-drainage-products/MC-006078_Interventional_DND_Product_Line_Brochure_Final.pdf|https://api.fda.gov/device/udi.json?search=catalog_number%3A%22ASK-01500-JCM%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2210801902120202%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%22ASK-01500-JCM%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%22ASK-01500-JCM%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%22ASK-01500-JCM%22&limit=100|https://api.fda.gov/device/510k.json?search=k_number%3A%22K904021%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22JDC%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=k_number%3A%22K904021%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2210801902053272%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200801902053275%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2220801902053279%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2230801902120206%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2230801902053276%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2220801902120209%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2210801902120202%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22ASK-01500-JCM%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2240801902120203%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2230801902053276%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2240801902120203%22&limit=100|https://api.fda.gov/device/recall.json?search=k_numbers%3A%22K904021%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2210801902120202%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22ASK-01500-JCM%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200801902053275%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2230801902120206%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2220801902120209%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2220801902053279%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2210801902053272%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-7C2BC9D752,Ziehm Imaging,Ziehm Vision RFD 3D Mobile C-arm,,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: not_searched; exact source: false.,Safety search: not_searched; action state: unknown; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,not_searched,unknown,unknown,,not_applicable,,,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-7CDBD7C74A,Richard Wolf,"Endobronchial Resector, Aggressive",825630546,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: current_non_us. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: current_non_us; exact source: true.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://www.richard-wolf.com/mam/data/Typo3/Kataloge/Broncho-_Thorako-_Mediastinoskopie/Thorakale_Endoskopie_en.pdf|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22825630546%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22825630546%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-7DC3645CFA,ERBE,Flexible Cryoprobe 1.7 mm,20402-410,,current_us_distribution_supported,high,exact_manufacturer_catalog_number,"Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: exact_identity_only_not_current. Every retrieved exact GUDID configuration reports current commercial distribution from a current snapshot, and the independent invariants passed. A second exact current source (an exact current FDA listing or an exact current official manufacturer U.S. source) corroborates it. Current distribution is not present orderability: no source here establishes that the product can be ordered today. This is a review proposal only. An active exact FDA safety action (Z-1567-2026; scope lot_specific) applies to this exact product, so ordinary prototype-visibility review is held pending physician/governance safety review. The safety action does not establish that the product is discontinued or no longer distributed.",UDI: all_exact_configurations_active; listing: exact_current_listing; authorization: exact_510k_clearance.,Manufacturer finding: exact_identity_only_not_current; exact source: true.,"Safety search: searched; action state: active_exact_product_action; scope: lot_specific; review eligibility: hold_active_safety_action. Z-1567-2026 (event 98429, Class I, status Ongoing / Open, Classified, initiated 2026-02-12, matched 04050147021822/20402-410, reported by device_enforcement and device_recall). A safety action is not discontinuation evidence.",searched,active_exact_product_action,lot_specific,Z-1567-2026 (event 98429),hold_active_safety_action,,https://us.erbe-med.com/fileadmin/user_upload/documents/PDF/USA/MKT-5074_ERBECRYO-2_2023-06.pdf|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%2220402-410%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204050147021815%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%2220402-410%22&limit=100|https://api.fda.gov/device/510k.json?search=k_number%3A%22K190651%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22GEH%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=k_number%3A%22K190651%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204050147021822%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2220402-410%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204050147021815%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204050147021815%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2220402-410%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204050147021822%22&limit=100|https://api.fda.gov/device/recall.json?search=k_numbers%3A%22K190651%22&limit=100,keep_hidden_pending_active_safety_action_review,pending,,true,,,false
PRD-7E17F5F17E,Teleflex,Arrow Pneumothorax Kit,AK-01500,,identity_unresolved,low,exact_manufacturer_catalog_number,Identity method: exact_manufacturer_catalog_number. UDI assessment: conflicting_exact_configuration_statuses. Manufacturer finding: no_result. Plausible records could not be tied conservatively to the exact catalog product.,UDI: conflicting_exact_configuration_statuses; listing: exact_current_listing; authorization: exact_510k_clearance.,Manufacturer finding: no_result; exact source: false.,"Safety search: searched; action state: active_exact_product_action; scope: lot_specific; review eligibility: not_applicable. Z-2382-2026 (event 98793, Class I, status Ongoing / Open, Classified, initiated 2026-04-21, matched AK-01500, reported by device_enforcement and device_recall). A safety action is not discontinuation evidence.",searched,active_exact_product_action,lot_specific,Z-2382-2026 (event 98793),not_applicable,A candidate record has a different model or configuration.|Exact base/package configurations carry mixed distribution states.|Exact product identity remains ambiguous.|Official distribution or listing states conflict.,https://teleflex.com/usa/en/product-areas/interventional/drainage/arrow-diagnostic-drainage-products/MC-006078_Interventional_DND_Product_Line_Brochure_Final.pdf|https://api.fda.gov/device/udi.json?search=catalog_number%3A%22AK-01500%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%22AK-01500%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2230801902120145%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%22AK-01500%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%22AK-01500%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%22AK-01500%22&limit=100|https://api.fda.gov/device/510k.json?search=k_number%3A%22K904021%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22JDC%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=k_number%3A%22K904021%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2220801902004806%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2220801902120148%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22AK-01500%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200801902004802%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2230801902120145%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2210801902120141%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2210801902004809%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2250801902004807%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2240801902004800%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2240801902120142%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2230801902004803%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2240801902120142%22&limit=100|https://api.fda.gov/device/recall.json?search=k_numbers%3A%22K904021%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2230801902120145%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2230801902004803%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2240801902004800%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2210801902004809%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2220801902004806%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2250801902004807%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22AK-01500%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200801902004802%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2220801902120148%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2210801902120141%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-7E7BC96506,Richard Wolf,Trocar Sleeve with Rubber Cap,8906.051,,identity_unresolved,low,exact_manufacturer_catalog_number,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: current_non_us. Plausible records could not be tied conservatively to the exact catalog product.,UDI: all_exact_configurations_active; listing: family_current_listing; authorization: premarket_exempt.,Manufacturer finding: current_non_us; exact source: true.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,A candidate record has a different model or configuration.|Exact product identity remains ambiguous.,https://www.richard-wolf.com/mam/data/Typo3/Kataloge/Broncho-_Thorako-_Mediastinoskopie/Thorakale_Endoskopie_en.pdf|https://api.fda.gov/device/udi.json?search=catalog_number%3A%228906.051%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204055207021835%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22FBQ%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22FBQ%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204055207021835%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%228906.051%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204055207021835%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%228906.051%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-7E9D9CEC94,Richard Wolf,ERAGONbipolar Forceps Bundle,82340014,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: current_non_us. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: current_non_us; exact source: true.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://www.richard-wolf.com/mam/data/Typo3/Kataloge/Broncho-_Thorako-_Mediastinoskopie/Thorakale_Endoskopie_en.pdf|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2282340014%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2282340014%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-7EAB3D4582,Richard Wolf,Optical Universal Forceps,82530.0605,,identity_unresolved,low,exact_manufacturer_catalog_number,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: current_non_us. Plausible records could not be tied conservatively to the exact catalog product.,UDI: all_exact_configurations_active; listing: search_incomplete; authorization: premarket_exempt.,Manufacturer finding: current_non_us; exact source: true.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,A candidate record has a different model or configuration.|Exact product identity remains ambiguous.,https://www.richard-wolf.com/mam/data/Typo3/Kataloge/Broncho-_Thorako-_Mediastinoskopie/Thorakale_Endoskopie_en.pdf|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204055207033852%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%2282530.0605%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22KAE%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2282530.0605%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204055207033852%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204055207033852%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2282530.0605%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-7EE559B95F,Thoracent / M.I.Tech,Bonastent Tracheobronchial Stent,BTB-144009,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: not_searched; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://api.fda.gov/device/enforcement.json?search=product_description%3A%22BTB-144009%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22BTB-144009%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-7F94CAD8E8,Richard Wolf,Optical Retrograde Biopsy Forceps,8464.64,,identity_unresolved,low,exact_manufacturer_catalog_number,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_ended. Manufacturer finding: current_non_us. Plausible records could not be tied conservatively to the exact catalog product.,UDI: all_exact_configurations_ended; listing: search_incomplete; authorization: not_found.,Manufacturer finding: current_non_us; exact source: true.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,A candidate record has a different model or configuration.|An exact current non-U.S. manufacturer source has unresolved U.S. applicability against ended exact UDI distribution evidence.|Exact product identity remains ambiguous.,https://www.richard-wolf.com/mam/data/Typo3/Kataloge/Broncho-_Thorako-_Mediastinoskopie/Thorakale_Endoskopie_en.pdf|https://api.fda.gov/device/udi.json?search=catalog_number%3A%228464.64%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204055207040324%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22GEI%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%228464.64%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204055207040324%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204055207040324%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%228464.64%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-804529441A,Medtronic,Shiley Flexible Adult Tracheostomy Tube with TaperGuard Cuff,9CN90H,,identity_unresolved,low,family_or_name_only,Identity method: family_or_name_only. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Plausible records could not be tied conservatively to the exact catalog product.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: not_searched; exact source: false.,"Safety search: searched; action state: active_exact_product_action; scope: lot_specific; review eligibility: not_applicable. Z-1357-2023 (event 91943, Class I, status Ongoing / Open, Classified, initiated 2023-03-24, matched 20884521176352/9CN90H, reported by device_enforcement and device_recall). A safety action is not discontinuation evidence.",searched,active_exact_product_action,lot_specific,Z-1357-2023 (event 91943),not_applicable,Exact product identity remains ambiguous.|The candidate company is outside the reviewed manufacturer alias group.,https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2220884521176352%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%229CN90H%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%229CN90H%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2220884521176352%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%229CN90H%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2220884521176352%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-806A35FA67,Merit Medical,TAPS Thoracentesis and Paracentesis Set,TAPS-5F-10LT,,identity_unresolved,low,exact_manufacturer_catalog_number,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: not_searched. Plausible records could not be tied conservatively to the exact catalog product.,UDI: all_exact_configurations_active; listing: search_incomplete; authorization: premarket_exempt.,Manufacturer finding: not_searched; exact source: false.,"Safety search: searched; action state: active_exact_product_action; scope: lot_specific; review eligibility: not_applicable. Z-2576-2024 (event 94797, Class II, status Ongoing / Open, Classified, initiated 2024-06-11, matched 00884450038741/TAPS-5F-10LT, reported by device_enforcement and device_recall). A safety action is not discontinuation evidence.",searched,active_exact_product_action,lot_specific,Z-2576-2024 (event 94797),not_applicable,A candidate record has a different model or configuration.|Exact product identity remains ambiguous.,https://api.fda.gov/device/udi.json?search=catalog_number%3A%22TAPS-5F-10LT%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2200884450038741%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22GBX%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22TAPS-5F-10LT%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200884450038741%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2210884450038748%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2210884450038748%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200884450038741%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22TAPS-5F-10LT%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-8106E78F85,Olympus,TC-C4 Series Workstation Set,K10029894,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: family_only_current. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: family_only_current; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://content.medical.olympusamerica.com/products/accessory-solutions|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22K10029894%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22K10029894%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-81325BA145,Thoracent / M.I.Tech,Bonastent Tracheobronchial Stent,BTB-145009,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: not_searched; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://api.fda.gov/device/enforcement.json?search=product_description%3A%22BTB-145009%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22BTB-145009%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-81DDCD50B9,Karl Storz,Spring-Handle Sponge Holder 35 cm,10387B,,insufficient_evidence,low,exact_manufacturer_model_number,Identity method: exact_manufacturer_model_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: no_result. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: all_exact_configurations_active; listing: search_incomplete; authorization: premarket_exempt.,Manufacturer finding: no_result; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://www.karlstorz.com/us/en/thoracic-surgery-and-pulmonology.htm|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%2210387B%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204048551048252%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22LRC%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22LRC%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204048551048252%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2210387+B%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204048551048252%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2210387+B%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-825B745D18,Karl Storz,Coagulation Suction Tube,10390BN,,insufficient_evidence,low,exact_manufacturer_catalog_number,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: no_result. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: all_exact_configurations_active; listing: search_incomplete; authorization: not_found.,Manufacturer finding: no_result; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://www.karlstorz.com/us/en/thoracic-surgery-and-pulmonology.htm|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%2210390BN%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204048551048375%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%2210390BN%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22EOB%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22EOB%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204048551048375%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2210390+BN%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204048551048375%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2210390+BN%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-8287E5FFEF,Richard Wolf,Trocar Sleeve with Membrane Valve,8919.351,,identity_unresolved,low,exact_manufacturer_catalog_number,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: current_non_us. Plausible records could not be tied conservatively to the exact catalog product.,UDI: all_exact_configurations_active; listing: family_current_listing; authorization: premarket_exempt.,Manufacturer finding: current_non_us; exact source: true.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,A candidate record has a different model or configuration.|Exact product identity remains ambiguous.,https://www.richard-wolf.com/mam/data/Typo3/Kataloge/Broncho-_Thorako-_Mediastinoskopie/Thorakale_Endoskopie_en.pdf|https://api.fda.gov/device/udi.json?search=catalog_number%3A%228919.351%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204055207022009%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22FBQ%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22FBQ%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204055207022009%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%228919.351%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%228919.351%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204055207022009%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-82CCE45D12,Micro-Tech Endoscopy,Tracheobronchial Y-Stent,ST05-155.16.040,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: not_searched; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://api.fda.gov/device/enforcement.json?search=product_description%3A%22ST05-155.16.040%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22ST05-155.16.040%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
