review_batch_id,review_batch_manufacturer,review_batch_product_count,input_row_numbers,product_id,manufacturer_id,manufacturer,catalog_number,product_name,brand_family,primary_category,subcategory,product_kind,role_code,verification_grade,visibility_state,evidence,strongest_duplicate_candidates,duplicate_rejection
B07-karl-storz,Karl Storz,127,1777,PRD-4F0040C995,MFR-12BAB1E48C,Karl Storz,10324BA,"HOPKINS II Forward-Oblique Telescope 30 deg, 2.9 mm x 36 cm",KARL STORZ THORAX,Rigid bronchoscopy,Rigid bronchoscopy telescope,,RIGID_TELESCOPE,verified_source,hidden,SRC087: Document p. 73 (PDF page 81),PRD-0FD6CC7A8E|10320BA|HOPKINS Forward-Oblique Telescope; PRD-5CCBBDD4CF|10005BA|HOPKINS II Forward-Oblique Telescope; PRD-6274807854|10328AA|HOPKINS Straight Forward Telescope,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1780,PRD-D2350C1510,MFR-12BAB1E48C,Karl Storz,10017AA,"HOPKINS II Straight Forward Telescope 0 deg, 1.9/2.1 mm x 18 cm",KARL STORZ THORAX,Rigid bronchoscopy,Rigid bronchoscopy telescope,,RIGID_TELESCOPE,verified_source,hidden,SRC087: Document p. 72 (PDF page 80),PRD-3D91F04C91|10005AA|HOPKINS II Straight Forward Telescope; PRD-6274807854|10328AA|HOPKINS Straight Forward Telescope; PRD-EC45CB0F5D|10320AA|HOPKINS Straight Forward Telescope,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1786,PRD-640AEAA318,MFR-12BAB1E48C,Karl Storz,10320DP,HOPKINS Autofluorescence Lateral Telescope 90 deg,KARL STORZ THORAX,Rigid bronchoscopy,Rigid bronchoscopy telescope,,RIGID_TELESCOPE,verified_source,hidden,SRC087: Document p. 103 (PDF page 111),PRD-BB9A5CC0AE|10320DA|HOPKINS Lateral Telescope; PRD-EC45CB0F5D|10320AA|HOPKINS Straight Forward Telescope; PRD-0FD6CC7A8E|10320BA|HOPKINS Forward-Oblique Telescope,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1787,PRD-6A8C156F24,MFR-12BAB1E48C,Karl Storz,10320E,HOPKINS Retrospective Telescope 120 deg,KARL STORZ THORAX,Rigid bronchoscopy,Rigid bronchoscopy telescope,,RIGID_TELESCOPE,verified_source,hidden,SRC087: Document p. SP3 (PDF page 269),PRD-0FD6CC7A8E|10320BA|HOPKINS Forward-Oblique Telescope; PRD-BB9A5CC0AE|10320DA|HOPKINS Lateral Telescope; PRD-EC45CB0F5D|10320AA|HOPKINS Straight Forward Telescope,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1789,PRD-3DCAE65A42,MFR-12BAB1E48C,Karl Storz,26034AUA,HOPKINS Straight Forward Thoracoscope 0 deg with Integrated Working Channel,KARL STORZ THORAX,Medical thoracoscopy,Integrated-working-channel thoracoscope,,THORACOSCOPE_RIGID,verified_source,hidden,SRC087: Document p. SP4 (PDF page 270),PRD-F1712066B6|26072BA|HOPKINS II Thoracoscopy Telescope; PRD-6274807854|10328AA|HOPKINS Straight Forward Telescope; PRD-EC45CB0F5D|10320AA|HOPKINS Straight Forward Telescope,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1790,PRD-2D19D12C17,MFR-12BAB1E48C,Karl Storz,26037ADA,HOPKINS Straight Forward Thoracoscope 0 deg with Integrated Working Channel,KARL STORZ THORAX,Medical thoracoscopy,Integrated-working-channel thoracoscope,,THORACOSCOPE_RIGID,verified_source,hidden,SRC087: Document p. SP4 (PDF page 270),PRD-F1712066B6|26072BA|HOPKINS II Thoracoscopy Telescope; PRD-6274807854|10328AA|HOPKINS Straight Forward Telescope; PRD-EC45CB0F5D|10320AA|HOPKINS Straight Forward Telescope,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1791,PRD-6A282D51B1,MFR-12BAB1E48C,Karl Storz,26038AA,HOPKINS Straight Forward Thoracoscope 0 deg with Integrated Working Channel,KARL STORZ THORAX,Medical thoracoscopy,Integrated-working-channel thoracoscope,,THORACOSCOPE_RIGID,verified_source,hidden,SRC087: Document p. SP4 (PDF page 270),PRD-F1712066B6|26072BA|HOPKINS II Thoracoscopy Telescope; PRD-6274807854|10328AA|HOPKINS Straight Forward Telescope; PRD-EC45CB0F5D|10320AA|HOPKINS Straight Forward Telescope,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1792,PRD-882FE3DD4D,MFR-12BAB1E48C,Karl Storz,26038AUA,HOPKINS Straight Forward Thoracoscope 0 deg with Integrated Working Channel,KARL STORZ THORAX,Medical thoracoscopy,Integrated-working-channel thoracoscope,,THORACOSCOPE_RIGID,verified_source,hidden,SRC087: Document p. SP4 (PDF page 270),PRD-F1712066B6|26072BA|HOPKINS II Thoracoscopy Telescope; PRD-6274807854|10328AA|HOPKINS Straight Forward Telescope; PRD-EC45CB0F5D|10320AA|HOPKINS Straight Forward Telescope,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1793,PRD-0C25554A9F,MFR-12BAB1E48C,Karl Storz,10320AP,HOPKINS Autofluorescence Straight Forward Telescope 0 deg,KARL STORZ THORAX,Rigid bronchoscopy,Rigid bronchoscopy telescope,,RIGID_TELESCOPE,verified_source,hidden,SRC087: Document p. 103 (PDF page 111),PRD-EC45CB0F5D|10320AA|HOPKINS Straight Forward Telescope; PRD-6274807854|10328AA|HOPKINS Straight Forward Telescope; PRD-BB9A5CC0AE|10320DA|HOPKINS Lateral Telescope,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1794,PRD-7DBD613DD6,MFR-12BAB1E48C,Karl Storz,10324AA,"HOPKINS Straight Forward Telescope 0 deg, 2.9 mm x 36 cm",KARL STORZ THORAX,Rigid bronchoscopy,Rigid bronchoscopy telescope,,RIGID_TELESCOPE,verified_source,hidden,SRC087: Document p. 73 (PDF page 81),PRD-6274807854|10328AA|HOPKINS Straight Forward Telescope; PRD-EC45CB0F5D|10320AA|HOPKINS Straight Forward Telescope; PRD-3D91F04C91|10005AA|HOPKINS II Straight Forward Telescope,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1796,PRD-2AD6ABE818,MFR-12BAB1E48C,Karl Storz,10338K,"Positive-Pressure Ventilation Injection Cannula, 2.7 mm",KARL STORZ THORAX,Rigid bronchoscopy,Rigid bronchoscope accessory,,RIGID_BRONCHOSCOPE_ACCESSORY,verified_source,hidden,SRC087: Document p. 71 (PDF page 79),PRD-06D2F10782|10318K|Positive-Pressure Ventilation Injection Cannula; PRD-042A57F191|10390AN|Coagulation Suction Tube; PRD-825B745D18|10390BN|Coagulation Suction Tube,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1800,PRD-08F33F770D,MFR-12BAB1E48C,Karl Storz,27656B,"Silicone-Free Instrument Oil, 50 ml",KARL STORZ THORAX,Reprocessing,Flexible endoscope maintenance accessory,,,verified_source,hidden,SRC087: Document p. 51 (PDF page 59),"PRD-1C70287572|10329A|Rigid Instrument Guide with Anti-Fog System; PRD-B2AC1ECC92|10382A|Suction Tube with Rubber Tip, Curved; PRD-B728AA11AB|10382B|Suction Tube with Rubber Tip, Curved","No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1802,PRD-0D742CC1FD,MFR-12BAB1E48C,Karl Storz,11301CD,Irrigation Adaptor for Fiberscope Suction Valve,KARL STORZ THORAX,Flexible bronchoscopy,Flexible bronchoscope irrigation accessory,,,verified_source,hidden,SRC087: Document p. 54 (PDF page 62),PRD-526F08F11A|10479B|Adapter for 7 Fr Suction Catheter; PRD-57C0ED84C2|10479C|Adapter for 6 Fr Suction Catheter; PRD-9E7BDDB1CC|10479F|Adapter for 5 Fr Suction Catheter,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1803,PRD-3123E8EF81,MFR-12BAB1E48C,Karl Storz,13991SS,Working-Channel Irrigation Tube,KARL STORZ THORAX,Flexible bronchoscopy,Flexible bronchoscope irrigation accessory,,,verified_source,hidden,SRC087: Document p. 51 (PDF page 59),PRD-762DCA1D6D|26072SU|Optical Suction Tube; PRD-BC16136731|10337R|GRONINGEN Optical Dilation Tracheoscope; PRD-CA32599DA2|10337S|GRONINGEN Optical Dilation Tracheoscope,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1804,PRD-0DE090D545,MFR-12BAB1E48C,Karl Storz,13252KZ,"Flexible Serrated 1 x 2-Tooth Grasping Forceps, 2.3 mm x 120 cm",KARL STORZ THORAX,Retrieval,Flexible grasping forceps,,FOREIGN_BODY_FORCEPS_FLEX,verified_source,hidden,SRC087: Document p. 100 (PDF page 108),PRD-615CDFB8AB|10358A|Flexible Spoon Biopsy Forceps; PRD-F9A98419EA|10358B|Flexible Small Biopsy Forceps; PRD-DF989CBDCB|10436|Straight Aspiration Biopsy Needle 1.6 mm x 47 cm,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1812,PRD-8068102C32,MFR-12BAB1E48C,Karl Storz,11301CA,"Single-Use Leaflet Valve, Pack of 20",KARL STORZ THORAX,Flexible bronchoscopy,Flexible bronchoscope valve,,,verified_source,hidden,SRC087: Document p. 54 (PDF page 62),"PRD-129E6C270A|10432ED|Single-Use Plastic Collection Device, Pack of 100; PRD-D7A7620198|10478D|Suction Catheter 5 Fr, Pack of 6; PRD-81DDCD50B9|10387B|Spring-Handle Sponge Holder 35 cm","No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1813,PRD-100C06955D,MFR-12BAB1E48C,Karl Storz,13242XL,Leakage Tester with Bulb and Manometer,KARL STORZ THORAX,Reprocessing,Flexible endoscope leakage tester,,,verified_source,hidden,SRC087: Document p. 50 (PDF page 58),PRD-377440703A|30120NOL|Flexible Trocar with Blunt Tip and Valve; PRD-28C10C5EE9|10468D|Suction Catheter 5 Fr with Adapter; PRD-9188CC0F47|10468B|Suction Catheter 7 Fr with Adapter,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1832,PRD-260B91DDD4,MFR-12BAB1E48C,Karl Storz,10030AA,"Miniature Straight Forward Telescope 0 deg, Semirigid",KARL STORZ THORAX,Rigid bronchoscopy,Rigid bronchoscopy telescope,,RIGID_TELESCOPE,verified_source,hidden,SRC087: Document p. 77 (PDF page 85),PRD-3D91F04C91|10005AA|HOPKINS II Straight Forward Telescope; PRD-6274807854|10328AA|HOPKINS Straight Forward Telescope; PRD-EC45CB0F5D|10320AA|HOPKINS Straight Forward Telescope,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1837,PRD-BC55573969,MFR-12BAB1E48C,Karl Storz,10377CF,"Optical Forceps, 2 x 2 Teeth",KARL STORZ THORAX,Rigid bronchoscopy,Optical pediatric rigid bronchoscopy forceps,,RIGID_FORCEPS,verified_source,hidden,SRC087: Document p. 76 (PDF page 84),PRD-1CA81E960D|10371U|Universal Forceps; PRD-1E339ED4FF|10371UL|Universal Forceps; PRD-2FACCCFC02|10372UL|Universal Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1838,PRD-119A0435F9,MFR-12BAB1E48C,Karl Storz,10379CF,"Optical Forceps, 2 x 2 Teeth",KARL STORZ THORAX,Rigid bronchoscopy,Optical pediatric rigid bronchoscopy forceps,,RIGID_FORCEPS,verified_source,hidden,SRC087: Document p. 75 (PDF page 83),PRD-1CA81E960D|10371U|Universal Forceps; PRD-1E339ED4FF|10371UL|Universal Forceps; PRD-2FACCCFC02|10372UL|Universal Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1839,PRD-A4662B76B1,MFR-12BAB1E48C,Karl Storz,10378CF,"Optical Forceps, 2 x 2 Teeth",KARL STORZ THORAX,Rigid bronchoscopy,Optical pediatric rigid bronchoscopy forceps,,RIGID_FORCEPS,verified_source,hidden,SRC087: Document p. 74 (PDF page 82),PRD-1CA81E960D|10371U|Universal Forceps; PRD-1E339ED4FF|10371UL|Universal Forceps; PRD-2FACCCFC02|10372UL|Universal Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1840,PRD-4A5B11D28E,MFR-12BAB1E48C,Karl Storz,10378HF,Optical Alligator Forceps,KARL STORZ THORAX,Rigid bronchoscopy,Optical pediatric rigid bronchoscopy forceps,,RIGID_FORCEPS,verified_source,hidden,SRC087: Document p. 74 (PDF page 82),PRD-4A98F07FC6|10352H|Optical Alligator Forceps; PRD-38F9E96675|10371H|Alligator Forceps; PRD-698F9E72B0|10370H|Alligator Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1841,PRD-6BA107A313,MFR-12BAB1E48C,Karl Storz,10379HF,Optical Alligator Forceps,KARL STORZ THORAX,Rigid bronchoscopy,Optical pediatric rigid bronchoscopy forceps,,RIGID_FORCEPS,verified_source,hidden,SRC087: Document p. 75 (PDF page 83),PRD-4A98F07FC6|10352H|Optical Alligator Forceps; PRD-38F9E96675|10371H|Alligator Forceps; PRD-698F9E72B0|10370H|Alligator Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1842,PRD-151E4308A8,MFR-12BAB1E48C,Karl Storz,10377HF,Optical Alligator Forceps,KARL STORZ THORAX,Rigid bronchoscopy,Optical pediatric rigid bronchoscopy forceps,,RIGID_FORCEPS,verified_source,hidden,SRC087: Document p. 76 (PDF page 84),PRD-4A98F07FC6|10352H|Optical Alligator Forceps; PRD-38F9E96675|10371H|Alligator Forceps; PRD-698F9E72B0|10370H|Alligator Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1844,PRD-6C0EBFAA26,MFR-12BAB1E48C,Karl Storz,10377L,Optical Spoon Biopsy Forceps,KARL STORZ THORAX,Rigid bronchoscopy,Optical pediatric rigid bronchoscopy forceps,,RIGID_FORCEPS,verified_source,hidden,SRC087: Document p. 76 (PDF page 84),PRD-2DACCAD2B4|10352L|Optical Spoon Biopsy Forceps; PRD-50DCC12BE8|10350L|Optical Spoon Biopsy Forceps; PRD-02641F9166|10371L|Round Spoon Biopsy Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1845,PRD-F0DFCE18B4,MFR-12BAB1E48C,Karl Storz,10378L,Optical Spoon Biopsy Forceps,KARL STORZ THORAX,Rigid bronchoscopy,Optical pediatric rigid bronchoscopy forceps,,RIGID_FORCEPS,verified_source,hidden,SRC087: Document p. 74 (PDF page 82),PRD-2DACCAD2B4|10352L|Optical Spoon Biopsy Forceps; PRD-50DCC12BE8|10350L|Optical Spoon Biopsy Forceps; PRD-02641F9166|10371L|Round Spoon Biopsy Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1846,PRD-F8615190BF,MFR-12BAB1E48C,Karl Storz,10379L,Optical Spoon Biopsy Forceps,KARL STORZ THORAX,Rigid bronchoscopy,Optical pediatric rigid bronchoscopy forceps,,RIGID_FORCEPS,verified_source,hidden,SRC087: Document p. 75 (PDF page 83),PRD-2DACCAD2B4|10352L|Optical Spoon Biopsy Forceps; PRD-50DCC12BE8|10350L|Optical Spoon Biopsy Forceps; PRD-02641F9166|10371L|Round Spoon Biopsy Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1847,PRD-A3461153FD,MFR-12BAB1E48C,Karl Storz,10378M,"Optical Oval Spoon Biopsy Forceps, Large",KARL STORZ THORAX,Rigid bronchoscopy,Optical pediatric rigid bronchoscopy forceps,,RIGID_FORCEPS,verified_source,hidden,SRC087: Document p. 74 (PDF page 82),PRD-2DACCAD2B4|10352L|Optical Spoon Biopsy Forceps; PRD-50DCC12BE8|10350L|Optical Spoon Biopsy Forceps; PRD-02641F9166|10371L|Round Spoon Biopsy Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1849,PRD-5197B3D03C,MFR-12BAB1E48C,Karl Storz,10378U,Optical Universal Forceps,KARL STORZ THORAX,Rigid bronchoscopy,Optical pediatric rigid bronchoscopy forceps,,RIGID_FORCEPS,verified_source,hidden,SRC087: Document p. 74 (PDF page 82),PRD-E02F46CDAD|10352U|Optical Universal Forceps; PRD-E56FC05269|10350U|Optical Universal Forceps; PRD-1CA81E960D|10371U|Universal Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1850,PRD-86EE2BCB83,MFR-12BAB1E48C,Karl Storz,10377U,Optical Universal Forceps,KARL STORZ THORAX,Rigid bronchoscopy,Optical pediatric rigid bronchoscopy forceps,,RIGID_FORCEPS,verified_source,hidden,SRC087: Document p. 76 (PDF page 84),PRD-E02F46CDAD|10352U|Optical Universal Forceps; PRD-E56FC05269|10350U|Optical Universal Forceps; PRD-1CA81E960D|10371U|Universal Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1852,PRD-76CC84AF2F,MFR-12BAB1E48C,Karl Storz,10379KF,Optical KILLIAN Bean-Jaw Forceps,KARL STORZ THORAX,Rigid bronchoscopy,Optical pediatric rigid bronchoscopy forceps,,RIGID_FORCEPS,verified_source,hidden,SRC087: Document p. 75 (PDF page 83),PRD-4A98F07FC6|10352H|Optical Alligator Forceps; PRD-2DACCAD2B4|10352L|Optical Spoon Biopsy Forceps; PRD-50DCC12BE8|10350L|Optical Spoon Biopsy Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1853,PRD-57D2C172FD,MFR-12BAB1E48C,Karl Storz,10377KF,Optical KILLIAN Bean-Jaw Forceps,KARL STORZ THORAX,Rigid bronchoscopy,Optical pediatric rigid bronchoscopy forceps,,RIGID_FORCEPS,verified_source,hidden,SRC087: Document p. 76 (PDF page 84),PRD-4A98F07FC6|10352H|Optical Alligator Forceps; PRD-2DACCAD2B4|10352L|Optical Spoon Biopsy Forceps; PRD-50DCC12BE8|10350L|Optical Spoon Biopsy Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1854,PRD-6EA39A2B3B,MFR-12BAB1E48C,Karl Storz,10378KF,Optical KILLIAN Bean-Jaw Forceps,KARL STORZ THORAX,Rigid bronchoscopy,Optical pediatric rigid bronchoscopy forceps,,RIGID_FORCEPS,verified_source,hidden,SRC087: Document p. 74 (PDF page 82),PRD-4A98F07FC6|10352H|Optical Alligator Forceps; PRD-2DACCAD2B4|10352L|Optical Spoon Biopsy Forceps; PRD-50DCC12BE8|10350L|Optical Spoon Biopsy Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1856,PRD-9F5BAD2641,MFR-12BAB1E48C,Karl Storz,10378S,Optical Scissors,KARL STORZ THORAX,Rigid bronchoscopy,Optical pediatric rigid bronchoscopy forceps,,RIGID_FORCEPS,verified_source,hidden,SRC087: Document p. 74 (PDF page 82),PRD-DF239FD803|10366S|Straight Scissors; PRD-2DACCAD2B4|10352L|Optical Spoon Biopsy Forceps; PRD-50DCC12BE8|10350L|Optical Spoon Biopsy Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1859,PRD-9EECE0EDB1,MFR-12BAB1E48C,Karl Storz,11007S,"Outer Tube for Cytology Brush 11007 BS, Pack of 10",KARL STORZ THORAX,Sampling,Cytology brush component,,,verified_source,hidden,SRC087: Document p. 53 (PDF page 61),"PRD-D7A7620198|10478D|Suction Catheter 5 Fr, Pack of 6; PRD-129E6C270A|10432ED|Single-Use Plastic Collection Device, Pack of 100; PRD-934DA56D92|10435A|Puncture Needle for Histology","No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1865,PRD-085F7B7BAF,MFR-12BAB1E48C,Karl Storz,39402A,Plastic Container for Gas or Plasma Sterilization and Storage,KARL STORZ THORAX,Reprocessing,Flexible endoscope sterilization container,,,verified_source,hidden,SRC087: Document p. 98 (PDF page 106),PRD-526F08F11A|10479B|Adapter for 7 Fr Suction Catheter; PRD-57C0ED84C2|10479C|Adapter for 6 Fr Suction Catheter; PRD-9E7BDDB1CC|10479F|Adapter for 5 Fr Suction Catheter,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1871,PRD-48897E4C88,MFR-12BAB1E48C,Karl Storz,11025E,Pressure Compensation Cap for Gas Sterilization,KARL STORZ THORAX,Reprocessing,Flexible endoscope sterilization accessory,,,verified_source,hidden,SRC087: Document p. 50 (PDF page 58),PRD-481074A513|10388A|Sponge Holder for Sterile Smears; PRD-06D2F10782|10318K|Positive-Pressure Ventilation Injection Cannula; PRD-D0E745FF62|10316LR|Respirator Adapter for GRONINGEN Tracheoscope,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1872,PRD-9DA24897A2,MFR-12BAB1E48C,Karl Storz,11025XE,Pressure Compensation Cap for Gas Sterilization,KARL STORZ THORAX,Reprocessing,Flexible endoscope sterilization accessory,,,verified_source,hidden,SRC087: Document p. 42 (PDF page 50),PRD-481074A513|10388A|Sponge Holder for Sterile Smears; PRD-06D2F10782|10318K|Positive-Pressure Ventilation Injection Cannula; PRD-D0E745FF62|10316LR|Respirator Adapter for GRONINGEN Tracheoscope,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1890,PRD-26107A995B,MFR-12BAB1E48C,Karl Storz,10338N,Rubber Telescope Guide,KARL STORZ THORAX,Rigid bronchoscopy,Rigid bronchoscope accessory,,RIGID_BRONCHOSCOPE_ACCESSORY,verified_source,hidden,SRC087: Document p. 71 (PDF page 79),PRD-087FFD6337|10315N|Rubber Telescope Guide; PRD-3AAC1114C7|10314BN|Rubber Telescope Guide; PRD-BB9A5CC0AE|10320DA|HOPKINS Lateral Telescope,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1908,PRD-30FA38490D,MFR-12BAB1E48C,Karl Storz,11900BN,"Video Bronchoscope, NTSC",KARL STORZ THORAX,Flexible bronchoscopy,Reusable video bronchoscope,,FLEX_SCOPE_DIAGNOSTIC,verified_source,hidden,SRC087: Document p. 43 (PDF page 51),"PRD-F1D5F37924|10318BK|Universal Rigid Bronchoscope Size 8.5; PRD-5D0F775ADC|10318D|Universal Bronchoscope, Distal Illumination, Size 6.5; PRD-6707AC67D1|10318B|Universal Bronchoscope, Distal Illumination, Size 8.5","No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
