product_id,manufacturer,product_name,catalog_number,model_number,research_state,confidence,identity_match_method,rationale,official_fda_evidence_summary,official_manufacturer_evidence_summary,official_fda_safety_action_summary,safety_search_status,safety_action_state,safety_action_scope,safety_action_references,visibility_review_eligibility,conflicts,source_links,proposed_human_review_disposition,reviewer_decision,reviewer_rationale,second_review_required,second_review_decision,second_review_rationale,canonical_change_applied
PRD-A5EE9A7377,FUJIFILM SonoSite,SonoSite UHF46-20 Transducer,UHF46-20,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: not_searched; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://www.sonosite.com/sites/default/files/Sonosite_LX_product_brochure_MKT03597_US_rev_C.pdf|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22UHF46-20%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22UHF46-20%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-A88AEE6442,Karl Storz,Application Cannula for Thoracic Drainage,10995,,identity_unresolved,low,family_or_name_only,Identity method: family_or_name_only. UDI assessment: no_exact_result. Manufacturer finding: no_result. Plausible records could not be tied conservatively to the exact catalog product.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: no_result; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,Exact product identity remains ambiguous.|The candidate company is outside the reviewed manufacturer alias group.,https://www.karlstorz.com/us/en/thoracic-surgery-and-pulmonology.htm|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%2210995%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%2210995%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%2210995%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%2210995%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2210995%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2210995%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-AB6D9F097B,FUJIFILM SonoSite,SonoSite C10-3 Transducer,C10-3,,identity_unresolved,low,family_or_name_only,Identity method: family_or_name_only. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Plausible records could not be tied conservatively to the exact catalog product.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: not_searched; exact source: false.,Safety search: not_searched; action state: unknown; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,not_searched,unknown,unknown,,not_applicable,Exact product identity remains ambiguous.|The candidate company is outside the reviewed manufacturer alias group.,https://www.sonosite.com/sites/default/files/Sonosite_LX_product_brochure_MKT03597_US_rev_C.pdf|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%22C10-3%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-AE9BC99FAA,Olympus,EVIS EXERA III Video System Center,CV-190,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: current_exact_official_us_product. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: current_exact_official_us_product; exact source: true.,"Safety search: searched; action state: active_exact_product_action; scope: lot_specific; review eligibility: not_applicable. Z-0056-2025 (event 93217, Class II, status Ongoing / Open, Classified, initiated 2023-09-14, matched CV-190, reported by device_enforcement and device_recall). A safety action is not discontinuation evidence.",searched,active_exact_product_action,lot_specific,Z-0056-2025 (event 93217),not_applicable,,https://medical.olympusamerica.com/products/evis-exera-bronchoscopy/visualization|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22CV-190%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22CV-190%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-B258E8E859,Verathon,BFlex 2 Large 5.8 Single-Use Bronchoscope,BFlex 2 Large 5.8,,identity_unresolved,low,family_or_name_only,Identity method: family_or_name_only. UDI assessment: no_exact_result. Manufacturer finding: family_only_current. Plausible records could not be tied conservatively to the exact catalog product.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: family_only_current; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://www.verathon.com/single-use-bronchoscopes|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2200879123008572%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22BFLEX+2+LARGE+5.8%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200879123008572%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22BFLEX+2+LARGE+5.8%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200879123008572%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-BDA5B2EF14,Cook Medical,Thal-Quick Chest Tube Set and Tray,G06786,,identity_unresolved,low,family_or_name_only,Identity method: family_or_name_only. UDI assessment: no_exact_result. Manufacturer finding: family_only_current. Plausible records could not be tied conservatively to the exact catalog product.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: family_only_current; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,Exact product identity remains ambiguous.|The candidate company is outside the reviewed manufacturer alias group.,https://www.cookmedical.com/products/cc_utpt_webds/|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2200827002067868%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%22G06786%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22G06786%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200827002067868%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22G06786%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200827002067868%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-BF8CA98FF8,FUJIFILM SonoSite,SonoSite C5-1 Transducer,C5-1,,identity_unresolved,low,family_or_name_only,Identity method: family_or_name_only. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Plausible records could not be tied conservatively to the exact catalog product.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: not_searched; exact source: false.,Safety search: not_searched; action state: unknown; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,not_searched,unknown,unknown,,not_applicable,Exact product identity remains ambiguous.|The candidate company is outside the reviewed manufacturer alias group.,https://www.sonosite.com/sites/default/files/Sonosite_LX_product_brochure_MKT03597_US_rev_C.pdf|https://www.sonosite.com/products/sonosite-px|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%22C5-1%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-C79EA91A93,FUJIFILM SonoSite,SonoSite P5-1 Transducer,P5-1,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: not_searched; exact source: false.,Safety search: not_searched; action state: unknown; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,not_searched,unknown,unknown,,not_applicable,,https://www.sonosite.com/sites/default/files/Sonosite_LX_product_brochure_MKT03597_US_rev_C.pdf|https://www.sonosite.com/products/sonosite-px,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-CE23D2A34E,Richard Wolf,ENDOCAM Logic 4K Camera Control Unit Bundle,55253011,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: current_non_us. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: current_non_us; exact source: true.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://www.richard-wolf.com/mam/data/Typo3/Kataloge/Broncho-_Thorako-_Mediastinoskopie/Thorakale_Endoskopie_en.pdf|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2255253011%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2255253011%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-CEED2FDA83,Olympus,EVIS X1 Video System Center,CV-1500,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: family_only_current. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: family_only_current; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://medical.olympusamerica.com/products/evis-exera-bronchoscopy/visualization|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22CV-1500%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22CV-1500%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-FB3438BD7A,Teleflex,Arrow Percutaneous Cavity Drainage Set – Curved,AI-01600,,identity_unresolved,low,exact_manufacturer_catalog_number,Identity method: exact_manufacturer_catalog_number. UDI assessment: conflicting_exact_configuration_statuses. Manufacturer finding: no_result. Plausible records could not be tied conservatively to the exact catalog product.,UDI: conflicting_exact_configuration_statuses; listing: exact_current_listing; authorization: exact_510k_clearance.,Manufacturer finding: no_result; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,A candidate record has a different model or configuration.|Exact base/package configurations carry mixed distribution states.|Exact product identity remains ambiguous.|Official distribution or listing states conflict.,https://teleflex.com/usa/en/product-areas/interventional/drainage/arrow-diagnostic-drainage-products/MC-006078_Interventional_DND_Product_Line_Brochure_Final.pdf|https://api.fda.gov/device/udi.json?search=catalog_number%3A%22AI-01600%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%22AI-01600%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2200801902004178%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%22AI-01600%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%22AI-01600%22&limit=100|https://api.fda.gov/device/510k.json?search=k_number%3A%22K895516%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22GBX%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=k_number%3A%22K895516%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200801902004178%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2220801902194002%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2230801902004179%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2210801902194005%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2210801902210408%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2230801902097904%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22AI-01600%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200801902097903%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2220801902210405%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22AI-01600%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2230801902097904%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2220801902210405%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2210801902194005%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2230801902004179%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2210801902210408%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2220801902194002%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200801902097903%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200801902004178%22&limit=100|https://api.fda.gov/device/recall.json?search=k_numbers%3A%22K895516%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
