product_id,manufacturer_id,manufacturer,distributor,brand_family,product_name,catalog_number,global_part_number,reference_part_number,alternate_ids,gtin,primary_category,subcategory,product_kind,reuse_status,sterile_status,implantable,material,coverage,placement_method,size_display,diameter_mm,length_mm,french_size,gauge,working_length_cm,min_working_channel_mm,delivery_system_od_mm,package_uom,adult_peds,description,compatibility_text,verification_status,live_dropdown_status,primary_source_id,primary_source_location,source_as_of,availability_note,notes,spec_json
PRD-FCAC63DE74,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03041S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,11 mm OD x 40 mm L,11,40,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-5A54E4A232,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03061S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,11 mm OD x 50 mm L,11,50,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-DA69A8016A,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03081S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,11 mm OD x 60 mm L,11,60,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-1339050168,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03101S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,11 mm OD x 70 mm L,11,70,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-81E1C78F57,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03121S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,12 mm OD x 20 mm L,12,20,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-E13F890A8D,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03141S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,12 mm OD x 30 mm L,12,30,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-E03ACFD7C6,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03161S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,12 mm OD x 40 mm L,12,40,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-9FDA372767,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03181S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,12 mm OD x 50 mm L,12,50,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-24BB958E53,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03201S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,12 mm OD x 60 mm L,12,60,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-35D1C951DD,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03221S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,12 mm OD x 70 mm L,12,70,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-8C4F3E180E,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03231S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,12 mm OD x 80 mm L,12,80,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-7C94BF3D70,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03261S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,13 mm OD x 30 mm L,13,30,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-50F36C0CF9,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03281S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,13 mm OD x 40 mm L,13,40,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-57CB9C3B69,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03301S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,13 mm OD x 50 mm L,13,50,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-0B65831FF3,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03321S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,13 mm OD x 60 mm L,13,60,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-69CC9C6D05,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03341S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,13 mm OD x 70 mm L,13,70,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-246C3ADE5E,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03381S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,14 mm OD x 30 mm L,14,30,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-861D4EA14A,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03401S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,14 mm OD x 40 mm L,14,40,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-128B8E1F80,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03421S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,14 mm OD x 50 mm L,14,50,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-5955133BB7,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03441S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,14 mm OD x 60 mm L,14,60,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-1C368932FF,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03461S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,14 mm OD x 70 mm L,14,70,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-F2F9633FBF,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03491S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,15 mm OD x 100 mm L,15,100,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-23D7DAB53A,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03501S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,15 mm OD x 110 mm L,15,110,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-00FC2A29AC,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03531S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,15 mm OD x 30 mm L,15,30,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-5A90A3DABC,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03541S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,15 mm OD x 40 mm L,15,40,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-AC566D2949,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03551S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,15 mm OD x 50 mm L,15,50,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-BE0B6A0B53,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03561S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,15 mm OD x 60 mm L,15,60,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-8532C675A6,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03571S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,15 mm OD x 70 mm L,15,70,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-EC55EE1E59,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03581S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,15 mm OD x 80 mm L,15,80,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-E07985974F,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03591S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,15 mm OD x 90 mm L,15,90,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-BE121B185B,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03621S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,16 mm OD x 30 mm L,16,30,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-F54BF5D38E,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03641S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,16 mm OD x 40 mm L,16,40,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-DC7E693F2A,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03661S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,16 mm OD x 50 mm L,16,50,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-B5A96A4F81,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03681S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,16 mm OD x 60 mm L,16,60,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-A412BD40C1,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,03701S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,16 mm OD x 70 mm L,16,70,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-DBCBF4AF27,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,04141S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,18 mm OD x 40 mm L,18,40,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-4D5E28D425,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,04151S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,18 mm OD x 50 mm L,18,50,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-44839F0522,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,04281S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,16 mm OD x 80 mm L,16,80,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
PRD-F010140B5E,MFR-6208838930,Novatech,Boston Medical Products,DUMON TD,DUMON TD Silicone Airway Stent,04291S,,,,,Airway stent,Silicone TD stent,Implant,Single-use,Sterile,Yes,Medical-grade silicone,Solid silicone,Rigid bronchoscopy,16 mm OD x 90 mm L,16,90,,,,,,One stent per carton,,Standard tracheal stent,Loaded with TONN NOVATECH stent applicator; exact applicator color/size must be checked in catalog/IFU.,Verified - manufacturer catalog,Prototype visible - reverify before production,SRC001,pp. 12-13,Rev. 6,,,"{""model"":""TD"",""wall_thickness_mm"":1.5,""transparent_only"":false,""radiopaque_variant_available"":true,""radiopaque_ordering_note"":""Catalog states REF + R = radiopaque where available.""}"
