product_id,source_id,source_location,claim_type,verification_status,notes
PRD-5F801B5A8E,SRC003,p. 13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-5FA4880E82,SRC021,p. 43,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-602AA2F147,SRC003,p. 13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-60785178C9,SRC027,p. 13,Exact catalog entry,Verified - manufacturer catalog,
PRD-609D197124,SRC006,Product list 2025!thoracent,Candidate seed,Candidate - user seed; primary source required,
PRD-60C171D0E6,SRC026,p. 6,Exact catalog entry,Verified - U.S. manufacturer brochure,
PRD-60ED7DF50E,SRC030,p. 86,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-6124E1A326,SRC016,"Specifications table, brochure p. 2",Catalog/SKU evidence,Verified - manufacturer/distributor brochure,
PRD-615CDFB8AB,SRC030,p. 74,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-61915862CE,SRC003,p. 12,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-61B1C43B5C,SRC016,"Specifications table, brochure p. 2",Catalog/SKU evidence,Verified - manufacturer/distributor brochure,
PRD-61EE4D5DE6,SRC030,p. 145,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-6274807854,SRC030,pp. 70-73,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-62E4A72F9D,SRC006,Product list 2025!Sheet7,Candidate seed,Candidate - user seed; primary source required,
PRD-62FB291C50,SRC006,Product list 2025!thoracent,Candidate seed,Candidate - user seed; primary source required,
PRD-631CFE65BD,SRC001,p. 28,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-633391A337,SRC003,pp. 13-14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-633391A337,SRC004,p. 4,Cross-check,Verified - manufacturer catalog,Older manufacturer brochure.
PRD-633391A337,SRC015,"Ordering information, pp. 2-3",Catalog/SKU evidence,Verified - current manufacturer page capture,Exact ordering table and product specifications shown on manufacturer page capture.
PRD-635895FDEF,SRC003,p. 14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-635895FDEF,SRC004,p. 4,Cross-check,Verified - manufacturer catalog,Older manufacturer brochure.
PRD-635895FDEF,SRC015,"Ordering information, pp. 3-4",Catalog/SKU evidence,Verified - current manufacturer page capture,Exact ordering table and product specifications shown on manufacturer page capture.
PRD-635FE10D65,SRC021,pp. 53-55,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-63E9945A0A,SRC019,"FiAPC probes, catalog p. 6",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-63EDA47A7D,SRC003,pp. 13-14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-63EDA47A7D,SRC004,p. 4,Cross-check,Verified - manufacturer catalog,Older manufacturer brochure.
PRD-63EDA47A7D,SRC015,"Ordering information, pp. 2-3",Catalog/SKU evidence,Verified - current manufacturer page capture,Exact ordering table and product specifications shown on manufacturer page capture.
PRD-6407CF16C1,SRC027,p. 7,Exact catalog entry,Verified - manufacturer catalog,
PRD-64481A5C4F,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
PRD-6488B1F637,SRC006,Product list 2025!Sheet5,Candidate seed,Candidate - user seed; primary source required,
PRD-6488B1F637,SRC027,p. 5,Exact catalog entry,Verified - manufacturer catalog,
PRD-64B1BB919D,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-6556097624,SRC027,p. 5,Exact catalog entry,Verified - manufacturer catalog,
PRD-65629D3931,SRC027,p. 7,Exact catalog entry,Verified - manufacturer catalog,
PRD-65A15D079A,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-66110A69CE,SRC001,p. 29,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-663E85AB45,SRC021,p. 23,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-664CA0CB26,SRC012,Respiratory 14.10 (PDF p. 123),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-66935DEE7B,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-66A04F5119,SRC001,p. 29,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-6707AC67D1,SRC030,p. 66,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-67D1D03D3F,SRC021,pp. 49-51,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-6826FE4C0E,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
PRD-68E4686E4B,SRC021,pp. 49-51,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-694417C2F5,SRC030,p. 89,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-695162DE9E,SRC021,p. 11,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-695BD279A8,SRC017,"Bipolar cables, catalog p. 10",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-698A0D25B4,SRC027,pp. 9-10,Exact catalog entry,Verified - manufacturer catalog,
PRD-698F9E72B0,SRC030,p. 87,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-69C70153C3,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
PRD-69CC9C6D05,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-69DB2A28A9,SRC007,Therapeutic bronchoscopy,Candidate seed,Candidate - user seed; primary source required,
PRD-69DB2A28A9,SRC012,Respiratory 14.11 (PDF p. 124),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-6A26802196,SRC027,pp. 9-10,Exact catalog entry,Verified - manufacturer catalog,
PRD-6A53041E10,SRC001,p. 14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-6A7E037C55,SRC025,pp. 2-3,System intended use and compatibility,Verified - manufacturer IFU,IFU supports tunneled long-term pleural drainage system identity and approved access methods.
PRD-6A7E037C55,SRC027,p. 14,Exact catalog entry,Verified - manufacturer catalog and IFU,
PRD-6A9E4504F4,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-6AAA7898E9,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
PRD-6AE3D5D976,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-6B09435B5B,SRC021,p. 21,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-6B67179C61,SRC022,p. 7.07,Exact catalog entry,Verified - manufacturer catalog; current market status pending,
PRD-6B70F708B5,SRC012,Respiratory 14.14 (PDF p. 129),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-6B7E932D54,SRC026,p. 6,Exact catalog entry,Verified - U.S. manufacturer brochure,
PRD-6BC32547CD,SRC017,"Bipolar adapters, catalog p. 17",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-6BC9B48573,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-6BE691A444,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-6BF80B6E0D,SRC021,pp. 44-48,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-6C1DE73547,SRC007,Therapeutic bronchoscopy,Candidate seed,Candidate - user seed; primary source required,
PRD-6C2199C862,SRC018,"Cryoprobes for ERBECRYO 2, catalog p. 5",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-6C43A37366,SRC007,Therapeutic bronchoscopy,Candidate seed,Candidate - user seed; primary source required,
PRD-6C99AA9B16,SRC021,p. 25,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-6C9FB1DC9F,SRC008,CSV row 7,Candidate seed,Candidate - user seed; primary source required,
PRD-6CB8BD3445,SRC021,pp. 53-55,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-6CCE68D268,SRC030,p. 88,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-6CF2953F5E,SRC023,p. 2,Exact catalog entry,Verified - manufacturer brochure; current market status pending,
PRD-6D1BDDE146,SRC008,CSV row 34,Candidate seed,Candidate - user seed; primary source required,
PRD-6D1BDDE146,SRC025,pp. 2-3,System intended use and compatibility,Verified - manufacturer IFU,IFU supports tunneled long-term pleural drainage system identity and approved access methods.
PRD-6D1BDDE146,SRC027,p. 14,Exact catalog entry,Verified - manufacturer catalog and IFU,
PRD-6D2D08656C,SRC021,pp. 53-55,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-6D6815FAE1,SRC001,p. 24,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-6D6BE53B9B,SRC012,Respiratory 14.11 (PDF p. 124),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-6D6EEB24B8,SRC022,p. 2.04,Exact catalog entry,Verified - manufacturer catalog; current market status pending,
PRD-6D7A0E9DA8,SRC029,p. 1,Exact catalog entry,Verified - manufacturer catalog and flyer,
PRD-6D8A97CC06,SRC016,"Specifications table, brochure p. 2",Catalog/SKU evidence,Verified - manufacturer/distributor brochure,
PRD-6D9A7A7E79,SRC012,Respiratory 14.08 (PDF p. 121),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-6DAF9E3AA4,SRC008,CSV row 11,Candidate seed,Candidate - user seed; primary source required,
PRD-6DB8E6BC3D,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-6DBE766019,SRC007,pleural seed,Candidate seed,Candidate - user seed; primary source required,
PRD-6DF43B832B,SRC017,"Bipolar adapters, catalog p. 17",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-6E2197DFEE,SRC026,p. 6,Exact catalog entry,Verified - U.S. manufacturer brochure,
PRD-6E580584DD,SRC021,pp. 44-48,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-6EA4535CE1,SRC022,p. 2.13,Exact catalog entry,Verified - manufacturer catalog; current market status pending,
PRD-6ED2313A9C,SRC003,p. 14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-6ED2313A9C,SRC004,p. 4,Cross-check,Verified - manufacturer catalog,Older manufacturer brochure.
PRD-6ED2313A9C,SRC015,"Ordering information, pp. 3-4",Catalog/SKU evidence,Verified - current manufacturer page capture,Exact ordering table and product specifications shown on manufacturer page capture.
PRD-6EE929E70C,SRC007,Therapeutic bronchoscopy,Candidate seed,Candidate - user seed; primary source required,
PRD-6EFB8B3386,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-6F32150552,SRC020,Catheter Aspiration Set page,Catalog/SKU evidence,Verified product/SKU identity - exact configuration pending,Manufacturer page supports product/SKU identity; exact configuration remains to be verified.
PRD-6F4B58CFF2,SRC017,"Bipolar cables, catalog p. 9",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-6F74CF87DF,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-6F8A951376,SRC026,p. 6,Exact catalog entry,Verified - U.S. manufacturer brochure,
PRD-6FF6668D03,SRC029,p. 1,Exact catalog entry,Verified - manufacturer catalog and flyer,
PRD-704850C991,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-704E468EF5,SRC017,"Bipolar adapters, catalog p. 16",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-7051E83D62,SRC006,Product list 2025!Sheet7,Candidate seed,Candidate - user seed; primary source required,
PRD-705623F89A,SRC012,Respiratory 14.15 (PDF p. 130),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-7058C81A50,SRC021,p. 18,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-707B8A1974,SRC012,Respiratory 14.05 (PDF p. 118),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-707B8A1974,SRC029,p. 1,Exact catalog entry,Verified - manufacturer flyer; current U.S. status pending,
PRD-709ED0842B,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
PRD-70A8B88A8D,SRC013,Tracheal stent specifications (PDF p. 12),Catalog/SKU evidence,Verified exact catalog entry - global/older source,Exact catalog/SKU evidence from an older global manufacturer catalog; U.S. status unverified.
PRD-70B22ED90D,SRC001,p. 14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-70B4B5EA83,SRC007,pleural seed,Candidate seed,Candidate - user seed; primary source required,
PRD-716AA24BEF,SRC021,p. 25,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-71B93D1EA0,SRC027,p. 7,Exact catalog entry,Verified - manufacturer catalog,
PRD-71D13E3955,SRC007,Therapeutic bronchoscopy,Candidate seed,Candidate - user seed; primary source required,
PRD-71D13E3955,SRC030,pp. 68-69,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-71D6D8E081,SRC016,"Specifications table, brochure p. 2",Catalog/SKU evidence,Verified - manufacturer/distributor brochure,
PRD-71FB94BD46,SRC017,"Return-electrode cables, catalog p. 13",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-72889F9CE3,SRC003,p. 6,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-733F2370BA,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-7359DC8555,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-737BCEA43F,SRC007,Therapeutic bronchoscopy,Candidate seed,Candidate - user seed; primary source required,
PRD-7389E0BD35,SRC006,Product list 2025!Sheet5,Candidate seed,Candidate - user seed; primary source required,
PRD-7389E0BD35,SRC027,p. 5,Exact catalog entry,Verified - manufacturer catalog,
PRD-73BBBA8747,SRC003,p. 3,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-750BCA0F02,SRC030,p. 78,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-7518A5B1E1,SRC020,Pneumothorax Set and Tray page,Catalog/SKU evidence,Verified product/SKU identity - exact configuration pending,Manufacturer page supports product/SKU identity; exact configuration remains to be verified.
PRD-75434A8582,SRC021,p. 25,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-7563085A90,SRC021,p. 21,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-7578C8D45A,SRC026,p. 6,Exact catalog entry,Verified - U.S. manufacturer brochure,
PRD-758E53CAAF,SRC030,pp. 66-70,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-759CE9B00A,SRC021,pp. 53-55,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-75E555BC77,SRC022,p. 6.04,Exact catalog entry,Verified - manufacturer catalog; current market status pending,
PRD-762DCA1D6D,SRC030,p. 143,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-7677972FA0,SRC001,p. 24,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-768CEEE32B,SRC030,pp. 66-70,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-76C2832C18,SRC021,p. 5,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-77145058F8,SRC012,Respiratory 14.06 (PDF p. 119),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-771F462726,SRC027,pp. 9-10,Exact catalog entry,Verified - manufacturer catalog,
PRD-77C1FEFC4F,SRC027,p. 15,Exact catalog entry,Verified - manufacturer catalog and IFU,
PRD-77DCFC650E,SRC017,"Bipolar cables, catalog p. 9",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-78096620FF,SRC019,"APC pressure reducers and gas accessories, catalog pp. 10-11",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-78354BF30F,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-788469337A,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
PRD-78D84A6D45,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
PRD-78DC6578D9,SRC007,pleural seed,Candidate seed,Candidate - user seed; primary source required,
PRD-78DC6578D9,SRC008,CSV row 31,Candidate seed,Candidate - user seed; primary source required,
PRD-79B8CF6846,SRC017,"Bipolar cables, catalog p. 10",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-79E356AFDC,SRC030,p. 87,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-7A1E356519,SRC001,p. 14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-7A4AE2E955,SRC013,Tracheal stent specifications (PDF p. 12),Catalog/SKU evidence,Verified exact catalog entry - global/older source,Exact catalog/SKU evidence from an older global manufacturer catalog; U.S. status unverified.
PRD-7A53694B65,SRC017,"Irrigation adapters, catalog p. 19",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-7A57FE10A2,SRC030,p. 88,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-7AA19EC9FD,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-7ACC124BE1,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-7B30A285F1,SRC001,p. 29,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-7B69AB81B4,SRC021,p. 16,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-7BC31438E7,SRC030,p. 86,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-7C4A3CE094,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-7C4B36F5CB,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-7C8F860816,SRC012,Respiratory 14.12 (PDF p. 125),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-7C94BF3D70,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-7CAB35AC24,SRC027,p. 13,Exact catalog entry,Verified - manufacturer catalog,
PRD-7CDBD7C74A,SRC021,p. 12,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-7DC3645CFA,SRC007,Therapeutic bronchoscopy!3,Candidate seed,Candidate - user seed; primary source required,
PRD-7DC3645CFA,SRC018,"Cryoprobes for ERBECRYO 2, catalog p. 5",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-7E17F5F17E,SRC008,CSV row 30,Candidate seed,Candidate - user seed; primary source required,
PRD-7E601C1D9F,SRC012,Respiratory 14.06 (PDF p. 119),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-7E7BC96506,SRC021,pp. 49-51,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-7E9D9CEC94,SRC021,p. 14,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-7EAB3D4582,SRC021,p. 24,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-7ED371400F,SRC027,pp. 9-10,Exact catalog entry,Verified - manufacturer catalog,
PRD-7EE559B95F,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-7F94CAD8E8,SRC021,p. 20,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-7F97F4EC47,SRC027,p. 12,Exact catalog entry,Verified - manufacturer catalog,
PRD-804529441A,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
PRD-806A35FA67,SRC007,pleural seed,Candidate seed,Candidate - user seed; primary source required,
PRD-8106E78F85,SRC022,p. 2.13,Exact catalog entry,Verified - manufacturer catalog; current market status pending,
PRD-81325BA145,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-81331808E3,SRC003,p. 7,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-81D89E1E76,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-81DDCD50B9,SRC030,p. 91,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-81E1C78F57,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-825B745D18,SRC030,p. 91,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-8287E5FFEF,SRC021,pp. 49-51,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-82C2B15804,SRC027,p. 15,Exact catalog entry,Verified - manufacturer catalog and IFU,
PRD-82CCE45D12,SRC006,Product list 2025!Sheet6,Candidate seed,Candidate - user seed; primary source required,
PRD-83292E8BA3,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-8337850C95,SRC021,p. 22,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-83ADF2581C,SRC019,"APC pressure reducers and gas accessories, catalog pp. 10-11",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-83DE1D08C4,SRC021,p. 18,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-843BE1E573,SRC030,p. 88,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-8446D3EB4E,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
PRD-848FD7C902,SRC020,Cook Emergency Pneumothorax page,Catalog/SKU evidence,Verified product/SKU identity - exact configuration pending,Manufacturer page supports product/SKU identity; exact configuration remains to be verified.
PRD-849E1FCCA5,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
PRD-84F7ABC615,SRC013,J-shaped tracheal stent specifications (PDF p. 13),Catalog/SKU evidence,Verified exact catalog entry - global/older source,Exact catalog/SKU evidence from an older global manufacturer catalog; U.S. status unverified.
PRD-8509EF4D1E,SRC021,pp. 49-51,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-85248E91BA,SRC023,p. 2,Exact catalog entry,Verified - manufacturer brochure; current market status pending,
PRD-8532C675A6,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-85E1F8359A,SRC001,p. 28,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-86009D6403,SRC027,p. 5,Exact catalog entry,Verified - manufacturer catalog,
PRD-861D4EA14A,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-86388D0916,SRC024,p. 2,Exact catalog entry,Verified - current manufacturer brochure,
PRD-863ABAE464,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-87011FE827,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-8776B50EA8,SRC008,CSV row 5,Candidate seed,Candidate - user seed; primary source required,
PRD-87B6764F8B,SRC003,p. 14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-87B6764F8B,SRC004,p. 4,Cross-check,Verified - manufacturer catalog,Older manufacturer brochure.
PRD-87B6764F8B,SRC015,"Ordering information, pp. 3-4",Catalog/SKU evidence,Verified - current manufacturer page capture,Exact ordering table and product specifications shown on manufacturer page capture.
PRD-87E491F131,SRC013,Y-shaped tracheal stent specifications (PDF p. 13),Catalog/SKU evidence,Verified exact catalog entry - global/older source,Exact catalog/SKU evidence from an older global manufacturer catalog; U.S. status unverified.
PRD-87F3E56C0D,SRC030,p. 91,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-88100A4D7B,SRC027,p. 5,Exact catalog entry,Verified - manufacturer catalog,
PRD-882E06A5A9,SRC012,Respiratory 14.01 (PDF p. 114),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-88D778F3A4,SRC017,"Bipolar cables, catalog p. 9",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-88DA368B9C,SRC029,p. 1,Exact catalog entry,Verified - manufacturer flyer; current U.S. status pending,
PRD-8905E9BA40,SRC017,"Return-electrode cables, catalog p. 14",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-891A7CBCBC,SRC021,p. 23,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-89259B5C28,SRC001,p. 25,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-89BCEE2895,SRC016,"Specifications table, brochure p. 2",Catalog/SKU evidence,Verified - manufacturer/distributor brochure,
PRD-8A08163BA1,SRC003,p. 12,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-8A19FB9627,SRC030,p. 92,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-8A6658D379,SRC013,Tracheal stent specifications (PDF p. 12),Catalog/SKU evidence,Verified exact catalog entry - global/older source,Exact catalog/SKU evidence from an older global manufacturer catalog; U.S. status unverified.
PRD-8B87F7D42B,SRC027,p. 7,Exact catalog entry,Verified - manufacturer catalog,
PRD-8C4F3E180E,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-8C5BA93DCA,SRC019,"APCapplicator, catalog pp. 7-8",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-8C6A6B2ACE,SRC007,pleural seed,Candidate seed,Candidate - user seed; primary source required,
PRD-8C6C29BE46,SRC007,pleural seed,Candidate seed,Candidate - user seed; primary source required,
PRD-8C6C29BE46,SRC008,CSV row 22,Candidate seed,Candidate - user seed; primary source required,
PRD-8C6C29BE46,SRC020,Wayne Pneumothorax Seldinger page,Catalog/SKU evidence,Verified product/SKU identity - exact configuration pending,Manufacturer page supports product/SKU identity; exact configuration remains to be verified.
PRD-8C9CE98C9B,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-8CDDDC5158,SRC001,p. 28,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-8D0C9F35DB,SRC030,pp. 68-69,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-8D82B325C6,SRC026,p. 6,Exact catalog entry,Verified - U.S. manufacturer brochure,
PRD-8DDD9F07C0,SRC003,p. 6,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-8E2214C53F,SRC006,Product list 2025!Sheet5,Candidate seed,Candidate - user seed; primary source required,
PRD-8E2214C53F,SRC027,p. 5,Exact catalog entry,Verified - manufacturer catalog,
PRD-8E8D4D1565,SRC007,pleural seed,Candidate seed,Candidate - user seed; primary source required,
PRD-8EE9A09E05,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
PRD-900AA8F053,SRC016,"Specifications table, brochure p. 2",Catalog/SKU evidence,Verified - manufacturer/distributor brochure,
